Request ID;Request Criticality (1-5);Time Sent in ms since epoch;Time Received answer in ms since epoch;Total Time in ms
251;1;1516277105002;1516277105105;103
252;1;1516277104376;1516277104410;34
253;4;1516277104355;1516277104400;45
254;2;1516277104843;1516277104880;37
255;2;1516277104973;1516277104986;13
256;5;1516277104706;1516277104731;25
257;2;1516277104742;1516277104821;79
258;3;1516277104374;1516277104412;38
259;1;1516277104961;1516277105007;46
260;3;1516277104674;1516277104681;7
261;1;1516277104655;1516277104694;39
262;2;1516277105148;1516277105225;77
263;3;1516277105323;1516277105336;13
264;3;1516277104988;1516277105037;49
265;5;1516277104681;1516277104690;9
266;4;1516277104666;1516277104684;18
267;2;1516277104975;1516277105065;90
268;1;1516277105752;1516277105789;37
269;3;1516277105358;1516277105396;38
270;2;1516277105604;1516277105656;52
271;1;1516277105535;1516277105572;37
272;4;1516277105481;1516277105520;39
273;1;1516277105400;1516277105415;15
274;2;1516277106027;1516277106083;56
275;3;1516277106300;1516277106368;68
276;2;1516277105388;1516277105485;97
277;5;1516277105545;1516277105574;29
278;5;1516277105394;1516277105423;29
279;2;1516277106040;1516277106088;48
280;2;1516277105915;1516277105987;72
281;1;1516277106282;1516277106334;52
282;1;1516277105360;1516277105380;20
283;2;1516277105799;1516277105892;93
284;1;1516277105987;1516277106017;30
285;2;1516277105546;1516277105594;48
286;2;1516277105386;1516277105439;53
287;2;1516277105837;1516277105873;36
288;2;1516277105851;1516277105875;24
289;2;1516277105481;1516277105559;78
290;1;1516277105401;1516277105468;67
291;5;1516277105633;1516277105638;5
292;3;1516277105865;1516277105934;69
293;2;1516277105785;1516277105821;36
294;2;1516277105715;1516277105798;83
295;2;1516277106024;1516277106070;46
296;1;1516277106052;1516277106140;88
297;1;1516277105888;1516277105982;94
298;1;1516277105809;1516277105896;87
299;2;1516277105784;1516277105791;7
300;2;1516277106304;1516277106339;35
301;2;1516277106247;1516277106261;14
302;1;1516277105571;1516277105645;74
303;1;1516277105474;1516277105544;70
304;4;1516277105868;1516277105889;21
305;2;1516277106237;1516277106290;53
306;1;1516277106422;1516277106492;70
307;2;1516277106986;1516277107012;26
308;5;1516277107269;1516277107300;31
309;4;1516277106791;1516277106845;54
310;2;1516277107293;1516277107347;54
311;1;1516277107294;1516277107360;66
312;5;1516277106922;1516277106936;14
313;1;1516277106846;1516277106864;18
314;2;1516277107234;1516277107262;28
315;2;1516277107268;1516277107299;31
316;2;1516277106817;1516277106819;2
317;1;1516277106838;1516277106879;41
318;2;1516277106839;1516277106897;58
319;1;1516277107077;1516277107138;61
320;2;1516277106799;1516277106858;59
321;1;1516277106914;1516277106980;66
322;2;1516277106859;1516277106933;74
323;2;1516277106927;1516277106932;5
324;2;1516277106869;1516277106915;46
325;1;1516277106518;1516277106543;25
326;2;1516277107108;1516277107138;30
327;1;1516277106866;1516277106895;29
328;1;1516277106954;1516277107009;55
329;2;1516277106906;1516277107009;103
330;1;1516277107202;1516277107219;17
331;2;1516277106800;1516277106851;51
332;2;1516277106358;1516277106360;2
333;2;1516277107167;1516277107241;74
334;2;1516277106591;1516277106679;88
335;1;1516277106673;1516277106703;30
336;1;1516277107020;1516277107076;56
337;1;1516277107194;1516277107222;28
338;1;1516277107102;1516277107129;27
339;2;1516277106615;1516277106648;33
340;1;1516277107324;1516277107375;51
341;1;1516277108306;1516277108366;60
342;5;1516277107535;1516277107538;3
343;4;1516277107990;1516277108008;18
344;2;1516277108323;1516277108371;48
345;1;1516277107507;1516277107544;37
346;1;1516277107668;1516277107759;91
347;1;1516277107640;1516277107713;73
348;1;1516277107689;1516277107723;34
349;1;1516277108040;1516277108126;86
350;2;1516277107356;1516277107380;24
351;2;1516277108145;1516277108185;40
352;1;1516277107706;1516277107807;101
353;5;1516277107403;1516277107423;20
354;2;1516277107995;1516277108016;21
355;5;1516277108024;1516277108044;20
356;3;1516277108093;1516277108129;36
357;2;1516277107716;1516277107788;72
358;2;1516277107629;1516277107701;72
359;2;1516277108221;1516277108274;53
360;1;1516277108164;1516277108264;100
361;2;1516277107525;1516277107579;54
362;5;1516277108231;1516277108264;33
363;5;1516277107922;1516277107949;27
364;2;1516277107963;1516277108014;51
365;1;1516277108257;1516277108285;28
366;2;1516277108242;1516277108276;34
367;2;1516277108121;1516277108184;63
368;1;1516277107947;1516277107993;46
369;2;1516277107988;1516277108068;80
370;4;1516277107813;1516277107852;39
371;2;1516277107903;1516277107968;65
372;2;1516277107862;1516277107907;45
373;3;1516277108090;1516277108119;29
374;2;1516277107562;1516277107609;47
375;2;1516277107777;1516277107809;32
376;2;1516277107557;1516277107600;43
377;1;1516277108314;1516277108355;41
378;1;1516277108954;1516277109013;59
379;1;1516277109156;1516277109218;62
380;3;1516277108930;1516277108953;23
381;2;1516277108928;1516277108996;68
382;2;1516277109235;1516277109281;46
383;2;1516277109193;1516277109253;60
384;2;1516277108625;1516277108639;14
385;2;1516277108846;1516277108859;13
386;1;1516277109290;1516277109365;75
387;1;1516277108503;1516277108556;53
388;1;1516277108994;1516277109053;59
389;4;1516277109305;1516277109334;29
390;4;1516277109069;1516277109095;26
391;1;1516277108844;1516277108890;46
392;2;1516277108977;1516277109028;51
393;3;1516277108717;1516277108753;36
394;1;1516277109030;1516277109066;36
395;5;1516277108520;1516277108557;37
396;2;1516277108455;1516277108494;39
397;1;1516277109030;1516277109086;56
398;1;1516277109316;1516277109410;94
399;1;1516277109064;1516277109083;19
400;1;1516277108607;1516277108662;55
401;2;1516277108453;1516277108510;57
402;2;1516277109145;1516277109148;3
403;2;1516277109296;1516277109330;34
404;2;1516277108518;1516277108593;75
405;2;1516277109333;1516277109425;92
406;4;1516277108908;1516277108939;31
407;1;1516277108986;1516277109072;86
408;1;1516277109867;1516277109923;56
409;2;1516277110331;1516277110366;35
410;1;1516277109335;1516277109371;36
411;2;1516277109706;1516277109768;62
412;4;1516277109951;1516277109978;27
413;1;1516277109539;1516277109590;51
414;2;1516277110061;1516277110104;43
415;1;1516277110115;1516277110193;78
416;2;1516277109517;1516277109566;49
417;3;1516277110212;1516277110234;22
418;1;1516277110118;1516277110166;48
419;2;1516277109510;1516277109578;68
420;2;1516277109689;1516277109718;29
421;2;1516277109493;1516277109567;74
422;1;1516277109879;1516277109931;52
423;2;1516277109924;1516277110003;79
424;1;1516277109895;1516277109972;77
425;1;1516277109629;1516277109643;14
426;1;1516277109378;1516277109395;17
427;1;1516277109580;1516277109629;49
428;1;1516277109779;1516277109850;71
429;1;1516277110215;1516277110327;112
430;2;1516277110306;1516277110307;1
431;1;1516277110115;1516277110146;31
432;2;1516277110232;1516277110274;42
433;1;1516277110098;1516277110126;28
434;2;1516277109390;1516277109401;11
435;1;1516277110140;1516277110153;13
436;1;1516277110331;1516277110396;65
437;1;1516277109447;1516277109555;108
438;2;1516277110240;1516277110270;30
439;1;1516277109926;1516277109974;48
440;2;1516277109769;1516277109802;33
441;1;1516277109710;1516277109805;95
442;1;1516277110924;1516277111001;77
443;2;1516277110484;1516277110566;82
444;2;1516277110580;1516277110639;59
445;2;1516277111293;1516277111357;64
446;1;1516277110795;1516277110911;116
447;3;1516277110498;1516277110566;68
448;2;1516277110671;1516277110734;63
449;2;1516277111074;1516277111153;79
450;1;1516277111037;1516277111077;40
451;1;1516277110465;1516277110521;56
452;1;1516277111134;1516277111161;27
453;1;1516277110569;1516277110669;100
454;2;1516277110936;1516277110949;13
455;1;1516277110821;1516277110886;65
456;2;1516277111135;1516277111208;73
457;1;1516277110578;1516277110625;47
458;2;1516277110622;1516277110702;80
459;5;1516277110838;1516277110852;14
460;1;1516277110589;1516277110679;90
461;1;1516277111148;1516277111172;24
462;5;1516277111102;1516277111129;27
463;2;1516277111316;1516277111392;76
464;2;1516277110963;1516277110982;19
465;1;1516277110797;1516277110881;84
466;2;1516277110527;1516277110607;80
467;1;1516277110843;1516277110912;69
468;1;1516277110689;1516277110735;46
469;3;1516277110536;1516277110601;65
470;3;1516277110465;1516277110540;75
471;3;1516277110965;1516277111004;39
472;2;1516277110828;1516277110911;83
473;3;1516277110822;1516277110876;54
474;1;1516277110481;1516277110497;16
475;2;1516277110686;1516277110694;8
476;2;1516277110468;1516277110526;58
477;3;1516277110651;1516277110675;24
478;2;1516277111376;1516277111397;21
479;2;1516277112080;1516277112122;42
480;2;1516277111871;1516277111917;46
481;1;1516277112062;1516277112074;12
482;1;1516277112141;1516277112209;68
483;1;1516277111748;1516277111803;55
484;2;1516277111419;1516277111456;37
485;2;1516277111654;1516277111700;46
486;2;1516277111914;1516277112000;86
487;1;1516277112165;1516277112237;72
488;4;1516277111706;1516277111725;19
489;2;1516277111815;1516277111853;38
490;2;1516277111399;1516277111481;82
491;1;1516277111617;1516277111682;65
492;4;1516277112010;1516277112030;20
493;1;1516277111877;1516277111993;116
494;1;1516277112002;1516277112058;56
495;1;1516277111615;1516277111706;91
496;2;1516277111411;1516277111492;81
497;2;1516277112030;1516277112082;52
498;1;1516277112288;1516277112336;48
499;1;1516277112294;1516277112343;49
500;2;1516277111466;1516277111489;23
501;1;1516277111763;1516277111846;83
502;2;1516277111374;1516277111466;92
503;2;1516277111787;1516277111820;33
504;2;1516277111750;1516277111791;41
505;2;1516277111864;1516277111882;18
506;1;1516277112083;1516277112114;31
507;3;1516277111903;1516277111935;32
508;5;1516277111756;1516277111787;31
509;1;1516277111412;1516277111437;25
510;1;1516277111413;1516277111460;47
511;2;1516277112220;1516277112253;33
512;2;1516277112175;1516277112243;68
513;3;1516277112115;1516277112161;46
514;2;1516277112155;1516277112211;56
515;1;1516277111916;1516277112027;111
516;1;1516277113151;1516277113228;77
517;1;1516277112641;1516277112711;70
518;1;1516277113147;1516277113206;59
519;1;1516277112862;1516277112969;107
520;1;1516277112928;1516277112964;36
521;1;1516277112391;1516277112479;88
522;2;1516277112850;1516277112881;31
523;1;1516277112663;1516277112709;46
524;2;1516277112386;1516277112482;96
525;1;1516277113257;1516277113277;20
526;5;1516277112542;1516277112559;17
527;1;1516277112982;1516277113025;43
528;2;1516277113239;1516277113259;20
529;2;1516277113144;1516277113196;52
530;1;1516277113057;1516277113089;32
531;2;1516277112647;1516277112732;85
532;2;1516277112832;1516277112855;23
533;1;1516277113087;1516277113108;21
534;2;1516277112950;1516277113014;64
535;5;1516277112904;1516277112916;12
536;1;1516277112457;1516277112521;64
537;5;1516277113100;1516277113115;15
538;2;1516277112791;1516277112840;49
539;3;1516277113309;1516277113317;8
540;1;1516277112453;1516277112497;44
541;2;1516277113332;1516277113370;38
542;1;1516277112862;1516277112907;45
543;4;1516277112403;1516277112439;36
544;1;1516277113177;1516277113213;36
545;1;1516277112532;1516277112627;95
546;2;1516277113134;1516277113179;45
547;5;1516277112441;1516277112464;23
548;5;1516277113264;1516277113293;29
549;1;1516277112377;1516277112466;89
550;2;1516277112720;1516277112817;97
551;1;1516277112689;1516277112745;56
552;1;1516277113474;1516277113582;108
553;2;1516277113394;1516277113451;57
554;5;1516277114271;1516277114286;15
555;1;1516277113467;1516277113570;103
556;1;1516277113459;1516277113499;40
557;5;1516277114150;1516277114174;24
558;4;1516277113968;1516277114018;50
559;1;1516277113368;1516277113396;28
560;2;1516277113486;1516277113542;56
561;2;1516277113967;1516277113993;26
562;1;1516277113430;1516277113528;98
563;2;1516277113421;1516277113480;59
564;2;1516277113502;1516277113591;89
565;5;1516277113716;1516277113734;18
566;1;1516277113959;1516277114064;105
567;3;1516277113966;1516277113980;14
568;1;1516277113919;1516277113993;74
569;1;1516277113539;1516277113658;119
570;1;1516277114249;1516277114281;32
571;5;1516277113342;1516277113351;9
572;1;1516277114325;1516277114365;40
573;2;1516277113849;1516277113915;66
574;2;1516277113872;1516277113909;37
575;2;1516277114173;1516277114255;82
576;1;1516277113935;1516277113971;36
577;1;1516277113449;1516277113484;35
578;2;1516277113372;1516277113465;93
579;1;1516277113533;1516277113567;34
580;1;1516277114307;1516277114358;51
581;1;1516277113498;1516277113524;26
582;5;1516277113861;1516277113894;33
583;1;1516277113441;1516277113512;71
584;1;1516277114894;1516277114953;59
585;2;1516277114935;1516277114938;3
586;1;1516277114482;1516277114569;87
587;1;1516277114455;1516277114508;53
588;2;1516277114887;1516277114906;19
589;1;1516277114526;1516277114531;5
590;5;1516277114668;1516277114702;34
591;1;1516277114492;1516277114549;57
592;3;1516277115235;1516277115303;68
593;1;1516277114412;1516277114442;30
594;2;1516277114835;1516277114852;17
595;1;1516277114409;1516277114466;57
596;2;1516277114427;1516277114498;71
597;2;1516277114661;1516277114726;65
598;5;1516277114992;1516277115031;39
599;2;1516277114998;1516277115041;43
600;2;1516277114594;1516277114658;64
601;1;1516277115198;1516277115260;62
602;1;1516277114751;1516277114785;34
603;2;1516277115250;1516277115317;67
604;1;1516277114512;1516277114591;79
605;1;1516277115058;1516277115158;100
606;2;1516277114736;1516277114768;32
607;1;1516277114735;1516277114767;32
608;2;1516277114628;1516277114664;36
609;1;1516277114341;1516277114364;23
610;1;1516277114556;1516277114663;107
611;1;1516277115004;1516277115030;26
612;1;1516277114613;1516277114655;42
613;2;1516277114934;1516277114967;33
614;2;1516277115262;1516277115304;42
615;2;1516277114785;1516277114823;38
616;2;1516277115006;1516277115031;25
617;1;1516277114812;1516277114908;96
618;1;1516277114464;1516277114505;41
619;1;1516277114462;1516277114568;106
620;2;1516277114521;1516277114572;51
621;5;1516277115331;1516277115350;19
622;1;1516277114739;1516277114765;26
623;2;1516277115499;1516277115580;81
624;1;1516277115663;1516277115684;21
625;1;1516277116231;1516277116312;81
626;1;1516277116061;1516277116128;67
627;1;1516277115698;1516277115773;75
628;1;1516277115888;1516277115971;83
629;2;1516277116335;1516277116398;63
630;3;1516277115523;1516277115572;49
631;2;1516277116198;1516277116216;18
632;1;1516277116186;1516277116271;85
633;1;1516277115786;1516277115872;86
634;2;1516277115645;1516277115667;22
635;1;1516277115619;1516277115710;91
636;2;1516277115988;1516277116028;40
637;1;1516277116295;1516277116393;98
638;1;1516277116206;1516277116267;61
639;2;1516277115649;1516277115677;28
640;2;1516277116200;1516277116247;47
641;2;1516277115938;1516277115963;25
642;3;1516277116019;1516277116031;12
643;1;1516277115548;1516277115571;23
644;1;1516277116058;1516277116086;28
645;2;1516277115521;1516277115579;58
646;1;1516277116158;1516277116177;19
647;2;1516277116090;1516277116118;28
648;1;1516277115371;1516277115468;97
649;5;1516277115902;1516277115927;25
650;2;1516277115792;1516277115843;51
651;1;1516277115553;1516277115648;95
652;2;1516277115962;1516277116003;41
653;1;1516277116766;1516277116790;24
654;2;1516277116900;1516277116946;46
655;2;1516277116455;1516277116457;2
656;1;1516277116954;1516277116969;15
657;1;1516277117019;1516277117088;69
658;2;1516277116376;1516277116417;41
659;1;1516277116462;1516277116485;23
660;2;1516277117099;1516277117113;14
661;1;1516277116415;1516277116428;13
662;1;1516277117250;1516277117288;38
663;2;1516277117038;1516277117066;28
664;2;1516277116811;1516277116835;24
665;1;1516277116422;1516277116468;46
666;1;1516277116495;1516277116586;91
667;2;1516277116732;1516277116759;27
668;2;1516277116410;1516277116422;12
669;5;1516277116503;1516277116542;39
670;2;1516277117256;1516277117282;26
671;1;1516277116869;1516277116974;105
672;2;1516277116767;1516277116855;88
673;2;1516277116931;1516277116946;15
674;2;1516277117289;1516277117373;84
675;2;1516277116456;1516277116530;74
676;2;1516277116492;1516277116497;5
677;1;1516277117186;1516277117208;22
678;2;1516277116454;1516277116488;34
679;1;1516277116485;1516277116511;26
680;2;1516277116530;1516277116590;60
681;1;1516277116798;1516277116875;77
682;2;1516277116681;1516277116750;69
683;2;1516277117084;1516277117115;31
684;2;1516277116809;1516277116857;48
685;1;1516277116427;1516277116458;31
686;1;1516277117056;1516277117158;102
687;2;1516277116585;1516277116606;21
688;1;1516277117090;1516277117184;94
689;1;1516277116630;1516277116648;18
690;5;1516277117569;1516277117590;21
691;1;1516277117393;1516277117506;113
692;1;1516277117546;1516277117589;43
693;4;1516277117506;1516277117529;23
694;1;1516277117905;1516277117948;43
695;2;1516277118177;1516277118220;43
696;2;1516277117593;1516277117646;53
697;4;1516277117842;1516277117855;13
698;2;1516277117603;1516277117675;72
699;2;1516277117711;1516277117804;93
700;3;1516277117480;1516277117494;14
701;2;1516277117536;1516277117615;79
702;2;1516277118214;1516277118238;24
703;1;1516277117633;1516277117733;100
704;1;1516277117577;1516277117675;98
705;1;1516277117966;1516277118058;92
706;1;1516277118225;1516277118328;103
707;2;1516277117582;1516277117615;33
708;1;1516277117583;1516277117674;91
709;1;1516277118094;1516277118194;100
710;1;1516277117546;1516277117650;104
711;2;1516277117598;1516277117638;40
712;1;1516277117738;1516277117788;50
713;1;1516277117750;1516277117787;37
714;3;1516277117352;1516277117416;64
715;1;1516277117417;1516277117455;38
716;2;1516277118027;1516277118071;44
717;2;1516277117446;1516277117488;42
718;2;1516277117603;1516277117633;30
719;2;1516277118203;1516277118228;25
720;2;1516277117709;1516277117746;37
721;2;1516277117845;1516277117895;50
722;1;1516277118245;1516277118277;32
723;1;1516277119094;1516277119103;9
724;1;1516277118997;1516277119088;91
725;2;1516277119247;1516277119330;83
726;1;1516277118599;1516277118649;50
727;2;1516277118392;1516277118480;88
728;1;1516277119289;1516277119362;73
729;2;1516277119038;1516277119087;49
730;1;1516277119307;1516277119386;79
731;2;1516277119235;1516277119290;55
732;2;1516277118820;1516277118881;61
733;1;1516277118894;1516277118907;13
734;2;1516277119204;1516277119252;48
735;1;1516277118799;1516277118864;65
736;1;1516277118897;1516277118926;29
737;2;1516277119210;1516277119249;39
738;1;1516277118924;1516277118944;20
739;1;1516277118462;1516277118497;35
740;1;1516277118713;1516277118760;47
741;1;1516277118875;1516277118935;60
742;1;1516277119133;1516277119213;80
743;2;1516277118750;1516277118769;19
744;5;1516277119044;1516277119083;39
745;2;1516277119077;1516277119159;82
746;2;1516277118885;1516277118976;91
747;1;1516277118891;1516277118897;6
748;2;1516277119084;1516277119152;68
749;2;1516277118416;1516277118481;65
750;2;1516277118608;1516277118665;57
751;2;1516277119054;1516277119078;24
752;2;1516277119255;1516277119279;24
753;3;1516277118615;1516277118668;53
754;2;1516277118356;1516277118408;52
755;2;1516277119205;1516277119284;79
756;1;1516277118594;1516277118697;103
757;2;1516277119129;1516277119167;38
758;2;1516277119188;1516277119273;85
759;2;1516277118614;1516277118700;86
760;3;1516277119023;1516277119073;50
761;3;1516277120084;1516277120104;20
762;2;1516277120267;1516277120327;60
763;2;1516277119763;1516277119791;28
764;2;1516277120280;1516277120306;26
765;2;1516277119496;1516277119548;52
766;2;1516277119384;1516277119463;79
767;2;1516277119390;1516277119455;65
768;2;1516277119737;1516277119787;50
769;2;1516277119872;1516277119898;26
770;1;1516277120008;1516277120017;9
771;3;1516277119369;1516277119444;75
772;2;1516277119684;1516277119743;59
